ï»¿id,clee,nom_estab,raz_social,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,nom_CenCom.1,cod_postal,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,cve_entidad_fk,cve_municipio_fk,codigo_act,Unnamed: 37
9118431,02001465312000231000000000S4,TECNILIBROS,,0 a 5 personas,BOULEVARD,ADOLFO RAMIREZ MENDEZ,AVENIDA,ABASOLO,AVENIDA,NARCISO MENDOZA,AVENIDA,DIAMANTE,268.0,,,,,,FRACCIONAMIENTO,BAHIA,,,,22880.0,7856,20,,,WWW.TECNILIBROS.COM.MX,Fijo,31.85810592,-116.6042333,2019-11,2,1,465312,
64735,02001465312000031001000000M8,TECNILIBROS,,0 a 5 personas,AVENIDA,RUIZ,AVENIDA,BENITO JUAREZ (QUINTA),CALLE,CUARTA,AVENIDA,GASTELUM,488.0,,,,,,COLONIA,SECCIÃN PRIMERA,,,,22800.0,717,11,6461781408.0,,,Fijo,31.86758054,-116.6256555,2010-07,2,1,465312,
8301742,02001466212002261000000000U0,TECNOCELL,SELFIES COMUNICACIONS SA DE CV,0 a 5 personas,CALLE,MACHEROS,CALLE,TERCERA,CALLE,CUARTA (MUTUALISMO),AVENIDA,RIVEROLL,366.0,,,PISO 1,0.0,,COLONIA,SECCIÃN PRIMERA,"TIANGUIS, BAZAR O PULGA",PLAZA EJECUTIVA MAXICOMM,PLAZA EJECUTIVA MAXICOMM,22800.0,721,19,,,,Fijo,31.86513163,-116.6240622,2019-11,2,1,466212,
10362081,02001467114001211000000000U3,TECNOGLASS VIDRIERA,,0 a 5 personas,CALLE,11,CALLE,TEPIC,CALLE,JALAPA,CALLE,VILLAHERMOSA,100.0,3,,,,,COLONIA,REVOLUCION,,,,22810.0,685,8,6461516613.0,,,Fijo,31.87188432,-116.5909944,2024-11,2,1,467114,
99094,02001463111000321000000000U1,TELAS LA ESPECIAL,,0 a 5 personas,AVENIDA,CARRETERA TRANSPENINSULAR,AVENIDA,JOSE ELIAS RODRIGUEZ,AVENIDA,MELCHOR OCAMPO,CALLE,MARIA GUZMAN,,SN,,,643.0,,COLONIA,MANEADERO,,,,22790.0,813A,20,6461544154.0,,,Fijo,31.71435002,-116.5713958,2014-12,2,1,463111,
6286751,02001463111000223000003981S9,TELAS PARISINA 201 ENSENADA,GRUPO PARISINA SA DE CV,11 a 30 personas,AVENIDA,GASTELUM,CALLE,Cuarta,AVENIDA,Benito JuÃ¡rez (Quinta),AVENIDA,Miramar,454.0,,,,,,COLONIA,SECCIÃN PRIMERA,,,,22800.0,717,12,,BKPLAZAA@LAPARISINA.COM.MX,WWW.LAPARISINA.MX,Fijo,31.86682506,-116.6247249,2010-07,2,1,463111,
58056,02001463111000111000000000U6,TELAS Y MISCELANEA BELETZA,,0 a 5 personas,BOULEVARD,ANTONIO MELENDREZ Y O EL MIRADOR,CALLE,MARIANO AZUELA,CALLE,MARTIN LUIS GUZMAN,AVENIDA,FRANCISCO VILLA,,DOMICILIO CONOCIDO,,,0.0,,COLONIA,AEROPUERTO,,,,22785.0,8017,9,6461249027.0,,,Fijo,31.79147548,-116.5902949,2010-07,2,1,463111,
9922816,02001463111000421000000000U9,TELAS Y RETAZOS YASMINA,,0 a 5 personas,CALLE,A,CALLE,TERCERA,CALLE,CUARTA,CALLE,PRIMAVERA,,SN,,,,,FRACCIONAMIENTO,UNICO,,,,22790.0,7517,22,6461187044.0,,,Fijo,31.7356834,-116.575545,2024-11,2,1,463111,
11542091,02001466212002721000000000U3,TELCEL,,0 a 5 personas,CALLE,BENITO JUAREZ,CALLE,HEROES DE BAJA CALIFORNIA,CALLE,NINGUNO,CALLE,NINGUNO,0.0,SN,,,,,EJIDO,GENERALISIMO MORELOS,,,,22909.0,9960,10,,,,Fijo,31.07045116,-116.2071138,2024-11,2,1,466212,
98157,02001466212001481000000000U5,TELCEL,,0 a 5 personas,CALLE,BENITO JUAREZ,CALLE,ALFREDO V. BONFIL,AVENIDA,LAZARO CARDENAS,CALLE,MEXICO,0.0,SN,,,0.0,,PUEBLO,SAN VICENTE,,,,22900.0,9960,1,,,,Fijo,31.06879388,-116.2075836,2014-12,2,1,466212,
10227713,02001466212002841000000000U9,TELCEL,,0 a 5 personas,CALLE,NUEVE,AVENIDA,8 DE MAYO,CALLE,JOSE MARIA MORELOS Y PAVON,CALLE,10,0.0,SN,,,,,COLONIA,BUSTAMANTE,,,,22840.0,740,6,,,,Fijo,31.86653423,-116.6032348,2024-11,2,1,466212,
10312671,02001466212002681000000000U9,TELCEL,,0 a 5 personas,CALLE,SEPTIMA,AVENIDA,ALVARO OBREGON,AVENIDA,RUIZ,CALLE,SEXTA,348.0,,A,PLANTA BAJA,49.0,,COLONIA,22860,CENTRO Y PLAZA COMERCIAL,DEL PARQUE,DEL PARQUE,22800.0,651,4,,,,Fijo,31.87007513,-116.6257962,2024-11,2,1,466212,
144528,02001434112000201010000000U9,TELCEL COMPESA,,0 a 5 personas,CARRETERA,TRANSPENINSULAR,CALLE,NIÃOS HEROES,AVENIDA,20 DE NOVIEMBRE,CALLE,SDA. (GLADIOLAS),0.0,SN,,,0.0,,PUEBLO,SAN VICENTE,,,,22900.0,820A,29,6461027003.0,,,Fijo,31.32587592,-116.2479089,2010-07,2,1,466212,
62162,02001466212000051000000000U3,TELCEL DISTRIBUIDOR AUTORIZADO,,0 a 5 personas,CALLE,NINGUNO,PRIVADA,NINGUNO,CARRETERA,TRANSPENINSULAR (REFORMA),CALLE,NINGUNO,3976.0,,MACRO PLAZA DEL MAR,PLANTA BAJA,42.0,,COLONIA,CARLOS PACHECO,CENTRO Y PLAZA COMERCIAL,MACRO PLAZA DEL MAR,MACRO PLAZA DEL MAR,22890.0,5991,12,6469478617.0,FACTURAS.MULTICOMGR.@GMAIL.COM,,Semifijo,31.82042709,-116.5993859,2010-07,2,1,466212,
6811632,02001466212001651000000000M3,TELCEL GRUPO LIR,,0 a 5 personas,CARRETERA,TRANSPENINSULAR REFORMA,CALLE,HIERRO,CALLE,NINGUNO,CALLE,NINGUNO,3976.0,,MACROPLAZA DEL MAR,PLANTA BAJA,14.0,A,COLONIA,CARLOS PACHECO,CENTRO Y PLAZA COMERCIAL,MACROPLAZA DEL MAR,MACROPLAZA DEL MAR,22890.0,5991,13,6462607050.0,EGRESOSGRUPOLIR@GMAIL.COM,,Fijo,31.82039254,-116.598748,2017-11,2,1,466212,
9283307,02001466212002541000000000S5,TELCEL GRUPO LYR,,0 a 5 personas,AVENIDA,RIVEROLL,CALLE,CUARTA (MUTUALISMO),AVENIDA,BENITO JUAREZ (QUINTA),AVENIDA,ALVARADO,478.0,,,,,,COLONIA,22800,,,,22800.0,721,7,,,,Fijo,31.86602889,-116.6221516,2020-11,2,1,466212,
150782,02001466212000731000000000U4,TELCEL MANEADERO,,0 a 5 personas,AVENIDA,CARRETERA TRANSPENINSULAR,CALLE,ALFONSO GARCIA GONZALEZ,CALLE,PUBLIO RUIZ,CALLE,5 DE FEBRERO,0.0,SN,,,4.0,,PUEBLO,22790,,,,22790.0,603A,6,,,,Fijo,31.73005343,-116.5786623,2010-07,2,1,466212,
10221230,02001466212002881000000000U5,TELCEL RAMS RAMS,,0 a 5 personas,CARRETERA,TRANSPENINSULAR,AVENIDA,OCAMPO,CALLE,NIÃOS HEROES,CALLE,SDA (GLADIOLAS),,SN,,,,,PUEBLO,SAN VICENTE,,,,22900.0,8197,30,6461193494.0,,,Fijo,31.32653595,-116.2490583,2024-11,2,1,466212,
64816,02001466212001511000000000U9,TELEFONIA MOVISTAR,,0 a 5 personas,AVENIDA,MIRAMAR,CALLE,SEXTA,AVENIDA,BENITO JUAREZ (QUINTA),AVENIDA,GASTELUM,675.0,11 B,B,PLANTA BAJA,11.0,,COLONIA,SECCIÃN PRIMERA,,,,22800.0,717,28,6461757421.0,,,Fijo,31.86737844,-116.6231164,2010-07,2,1,466212,
100545,02001461110028811000000000U3,TENDAJON LA PASADITA,,0 a 5 personas,AVENIDA,EMILIANO ZAPATA,CALLE,SEGUNDA,CALLE,TERCERA,AVENIDA,E,0.0,SN,,,0.0,,LOCALIDAD,REAL DEL CASTILLO NUEVO (OJOS NEGROS),,,,22770.0,1965,20,,,,Fijo,31.90834829,-116.2764882,2014-12,2,1,461110,
11116158,02001461110041481000000000U8,TENIS ALAMEDA,,0 a 5 personas,CALLE,ALAMEDA COLIMA,AVENIDA,ITALIA,AVENIDA,AVENIDA DE LAS AMERICAS,CALLE,HOLANDA,100.0,,,,,,COLONIA,LAS LOMITAS,,,,22810.0,6010,51,,,,Fijo,31.8828655,-116.5922554,2024-11,2,1,461110,
11230488,02001465215000871000000000U2,TENIS EMI NAVA,,0 a 5 personas,CALLE,NUEVE,CALLE,BENITO JUAREZ,CALLE,REVOLUCION,CALLE,CORAL,0.0,SN,UNION DE COMERCIANTES UNIDOS,PLANTA BAJA,,,COLONIA,BUSTAMANTE,MERCADO PUBLICO,UNION DE COMERCIANTES UNIDOS,UNION DE COMERCIANTES UNIDOS,22840.0,740,15,,,,Fijo,31.8667259,-116.6009331,2024-11,2,1,465215,
95819,02001463211006721000000000U4,TENIS LA OCHO,,0 a 5 personas,CALLE,SEGUNDA,AVENIDA,16 DE SEPTIEMBRE,AVENIDA,BENITO JUAREZ,CALLE,TERCERA,1907.0,,,,,,COLONIA,HIDALGO,,,,22880.0,7875,11,6462039935.0,,,Fijo,31.85901972,-116.5889907,2014-12,2,1,463211,
94498,02001465215000311000000000U9,TENIS LAURA,,0 a 5 personas,AVENIDA,LOS OLIVOS,CALLE,JAZMINES,CALLE,AZUCENA,AVENIDA,AVENIDA DE LOS EUCALIPTOS,192.0,,,,1.0,,COLONIA,VALLE VERDE,,,,22839.0,7748,19,,,,Fijo,31.88192565,-116.6084172,2014-12,2,1,465215,
11153610,02001465215000881000000000U1,TENIS MOICA,,0 a 5 personas,AVENIDA,CARRETERA TRANSPENINSULAR,CALLE,FRANCISCO DE ANZA,AVENIDA,CUAUHTEMOC,CALLE,21 DE MARZO,0.0,SN,,,,,PUEBLO,MANEADERO,,,,22790.0,603A,5,,,,Fijo,31.72911727,-116.5783289,2024-11,2,1,465215,
10723928,02001465215000821000000000U7,TENIS VICTORIA,,0 a 5 personas,CALLE,FRANCISCO I MADERO,CALLE,MIGUEL HIDALGO Y COSTILLA,AVENIDA,REVOLUCION,AVENIDA,CARRETERA TRANSPENINSULAR,0.0,SN,,,,,PUEBLO,MANEADERO,,,,22790.0,6059,22,,,,Fijo,31.72593777,-116.5727885,2024-11,2,1,465215,
10638318,02001461211001471000000000S3,TEQUILA ROOM,,0 a 5 personas,CALLE,PRIMERA ADOLFO LOPEZ MATEOS,AVENIDA,MIRAMAR,AVENIDA,GASTELUM,CALLE,SEGUNDA,0.0,SN,,,,,ZONA COMERCIAL,SECCIÃN PRIMERA,,,,22800.0,717,5,6461839363.0,TEQUILAROOM@HOTMAIL.COM,,Fijo,31.86357244,-116.6275629,2024-11,2,1,461211,
8955411,02001461211001321000000000M0,TEQUILA ROOM,,0 a 5 personas,CALLE,PRIMERA ADOLFO LOPEZ MATEOS,AVENIDA,GASTELUM,AVENIDA,RUIZ,CALLE,VIRGILIO URIBE,486.0,,,,,,ZONA COMERCIAL,SECCIÃN PRIMERA,,,,22800.0,717,18,6461839363.0,TEQUILAROOM@HOTMAIL.COM,,Fijo,31.86438336,-116.6287062,2019-11,2,1,461211,
71038,02001461211001221000000000S2,TEQUILERA DOÃA ENGRACIA,TEQUILERA TURISTICA DE VALLARTA SA DE CV,11 a 30 personas,BOULEVARD,LAZARO CARDENAS,AVENIDA,ALVARADO,AVENIDA,BLANCARTE,AVENIDA,ADOLFO LOPEZ MATEOS,999.0,,,,0.0,,COLONIA,SECCIÃN PRIMERA,,,,22800.0,721,31,3222270150.0,,,Fijo,31.86023661,-116.6225984,2010-07,2,1,461211,
94366,02001461190000921000000000U4,TERCER DIA,,0 a 5 personas,CALLE,ARGENTINA,CALLEJON,OCAMPO,CALLE,ALISOS,CALLE,BRASIL,20.0,,,,0.0,,COLONIA,TERCER AYUNTAMIENTO,,,,22830.0,7767,17,6461077743.0,,,Fijo,31.87737499,-116.6146881,2014-12,2,1,461190,
7812512,02001466312001521000000000U6,TERRY FLOWER,,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,AVENIDA,MIRAMAR,CALLE,MACHEROS,CALLE,PRIMERA (ADOLFO LOPEZ MATEOS),609.0,13,HOTEL SANTO TOMAS,PISO 1,,,COLONIA,SECCIÃN PRIMERA,,HOTEL SANTO TOMAS,HOTEL SANTO TOMAS,22800.0,717,16,6461421588.0,OOPEZTERESO716@GMAIL.COM,,Fijo,31.86217878,-116.6267935,2019-11,2,1,466312,
7757544,02001468111000233000000000S3,TERSA AUTOMOTRIZ,TERSA AUTOMOTGRIZ SA DE CV,11 a 30 personas,CARRETERA,TRANSPENINSULAR (REFORMA),CALLE,ESMERALDA,BOULEVARD,ESTANCIA,AVENIDA,PEDRO LOYOLA,86.0,1P,,,,,COLONIA,CARLOS PACHECO 4,,,,22890.0,083A,19,,ANA.RAIGOZA@GRUPOTERSA.COM.MX,WWW.RENAU.COM,Fijo,31.84515039,-116.6037104,2019-11,2,1,468111,
10971297,02001465915001971000000000U4,TEXTILES SAN JOSE,,0 a 5 personas,CALLE,PRIMERA ADOLFO LOPEZ MATEOS,AVENIDA,GASTELUM,AVENIDA,MIRAMAR,CALLE,VIRGILIO URIBE,510.0,,,,,,ZONA COMERCIAL,22800,,,,22800.0,717,17,6611079857.0,,,Fijo,31.86382675,-116.6280583,2024-11,2,1,465915,
11216943,02001466311000531000000000U8,THE BLIND STORE PERSIANAS,,0 a 5 personas,AVENIDA,PEDRO LOYOLA,BOULEVARD,PLINTA,CALLE,GUAYMAS,AVENIDA,MAZATLAN,142.0,,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,FRACCIONAMIENTO,PLAYA HERMOSA,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,22890.0,929,4,,,,Fijo,31.83800716,-116.6067925,2024-11,2,1,466311,
10739675,02001465216000151000000000U7,THE CORNER,,0 a 5 personas,AVENIDA,REFORMA,CALLE,10,CALLE,NUEVE,CALLE,ENSENADA,660.0,,PLAZA SOMAR,PLANTA BAJA,6.0,B,COLONIA,16 ULBRICH,CENTRO Y PLAZA COMERCIAL,PLAZA SOMAR,PLAZA SOMAR,22830.0,740,45,,,,Fijo,31.86679902,-116.6077467,2024-11,2,1,465216,
9763090,02001463215001321000000000U9,THE CORNER COLECTIVO,,0 a 5 personas,CALLE,DELANTE EL ROSARIO,CALLE,CUARTA,CALLE,TERCERA,AVENIDA,ARTICULO 123,2109.0,,,,,,COLONIA,HIDALGO,,,,22880.0,863,42,,,,Fijo,31.85383091,-116.585824,2024-11,2,1,463215,
8345762,02001463211010021000000000S3,THE DANCE MOTIONS,,0 a 5 personas,AVENIDA,BENITO JUAREZ QUINTA,AVENIDA,FLORESTA,AVENIDA,ESPINOZA,CALLE,CUARTA (MUTUALISMO),1358.0,,PLAZA CUAUHTEMOC,PISO 1,12.0,,COLONIA,OBRERA,CENTRO Y PLAZA COMERCIAL,PLAZA CUAUHTEMOC,PLAZA CUAUHTEMOC,22830.0,736,5,6462442076.0,THEDANCEMOTIONS@GMAIL.COM,,Fijo,31.86374212,-116.6156011,2019-11,2,1,463214,
8280485,02001465912004251000000000U5,THE GIFT SHOP,,0 a 5 personas,CALLE,COLORIN,AVENIDA,TOPACIO,BOULEVARD,GENERAL JUAN ZERTUCHE,CALLE,CLAVEL,152.0,,PLAZA DORADA,PLANTA BAJA,4.0,,FRACCIONAMIENTO,VALLE DORADO,CENTRO Y PLAZA COMERCIAL,PLAZA DORADA,PLAZA DORADA,22890.0,7964,24,,FACTURASTHEGIFSHOP@GMAIL.COM,,Fijo,31.83990842,-116.6000901,2019-11,2,1,465912,
10716760,02001465111001201000000000U2,THE LASH HOUSE,,0 a 5 personas,CALLE,NOVENA,AVENIDA,ESPINOZA,AVENIDA,MAR,CALLE,OCTAVA,1292.0,,,,8.0,,COLONIA,OBRERA,,,,22830.0,736,30,6462414829.0,,,Fijo,31.86827865,-116.6145597,2024-11,2,1,465111,
9566503,02001463216000581000000000U7,THE LEATHER HOUSE 1,,0 a 5 personas,PEATONAL,NINGUNO,PEATONAL,NINGUNO,PEATONAL,NINGUNO,PEATONAL,NINGUNO,,SN,,,,,LOCALIDAD,LA BUFADORA,,,,22794.0,6538,31,,,,Fijo,31.72455521,-116.7212202,2024-11,2,1,463216,
11415842,02001463211011461000000000U0,THE LUX SHOWROOM,,0 a 5 personas,AVENIDA,ADOLFO LOPEZ MATEOS,AVENIDA,SOTO,AVENIDA,BALBOA,CALLE,JUAN RODRIGUEZ CABRILLO,0.0,SN,,,,,FRACCIONAMIENTO,GRANADOS,,,,22830.0,076A,23,,,,Fijo,31.85622361,-116.6079277,2024-11,2,1,463211,
10195789,02001463310002471000000000U0,THE MINE OF TAXCO,,0 a 5 personas,PEATONAL,NINGUNO,PEATONAL,NINGUNO,PEATONAL,NINGUNO,PEATONAL,NINGUNO,0.0,SN,,,,,LOCALIDAD,LA BUFADORA,,,,22794.0,6538,31,,,,Fijo,31.7249252,-116.7203993,2024-11,2,1,463310,
11040423,02001467113001131000000000S5,THE PAINT,,0 a 5 personas,AVENIDA,HERIBERTO JARA,AVENIDA,CARRETERA TRANSPENINSULAR,CALLE,FRANCISCO I. MADERO,CALLE,HERMENEGILDO GALEANA,0.0,SN,PLAZA MELODY,PLANTA BAJA,6.0,,PUEBLO,MANEADERO,CENTRO Y PLAZA COMERCIAL,PLAZA MELODY,PLAZA MELODY,22790.0,6063,1,,,,Fijo,31.72104708,-116.5727012,2024-11,2,1,467113,
6422895,02001467113000381000000000U7,THE PAINT CENTER,,0 a 5 personas,AVENIDA,MIRAMAR,CALLE,12,CALLE,11,AVENIDA,RIVEROLL,1176.0,,,,0.0,,COLONIA,22820,,,,22800.0,581,11,,THEPAINTCENTER@HOTMAIL.COM,,Fijo,31.87391198,-116.6196518,2010-07,2,1,467113,
6422802,02001467113000221000000000S5,THE PAINT CENTER,,0 a 5 personas,CALLE,SEPTIMA,AVENIDA,ESPINOZA,AVENIDA,FLORESTA,CALLE,OCTAVA,1315.0,,,,,,COLONIA,22830,,,,22830.0,736,22,,,,Fijo,31.86604041,-116.6147882,2010-07,2,1,467113,
6422754,02001467113000271000000000S0,THE PAINT CENTER,,0 a 5 personas,CALLE,CORAL,AVENIDA,FRANCISCO MINA,AVENIDA,GALEANA,BOULEVARD,EMILIO CARRANZA,439.0,B,,,0.0,,COLONIA,AVIACIÃN,,,,22840.0,7837,10,,,,Fijo,31.86540148,-116.6022644,2010-07,2,1,467113,
6422852,02001467113000481000000000S5,THE PAINT CENTER,,0 a 5 personas,CARRETERA,TRANSPENINSULAR REFORMA,BOULEVARD,LAGO VICTORIA,CALLE,PLINTA,AVENIDA,TOPACIO,555.0,,,,,,FRACCIONAMIENTO,VALLE DORADO,,,,22890.0,7964,21,6461771384.0,DEPAINCENTER_V.DORADO@HOTMAIL.COM,,Fijo,31.8342046,-116.6012773,2013-07,2,1,467113,
6929733,02001467113000871000000000S7,THE PAINT CENTER,,0 a 5 personas,CARRETERA,TRANSPENINSULAR REFORMA,BOULEVARD,EMILIANO ZAPATA,BOULEVARD,ANTONIO MELENDREZ (EL MIRADOR),CALLE,JUAN RULFO,,DOMICILIO CONOCIDO,PLAZA PRIMAVERA,PISO 1,,,COLONIA,AEROPUERTO,CENTRO Y PLAZA COMERCIAL,PLAZA PRIMAVERA,PLAZA PRIMAVERA,22785.0,8017,17,6461821001.0,,,Fijo,31.79496148,-116.5935522,2019-11,2,1,467113,
8552453,02001467113001031000000000S7,THE PAINT CENTER,,0 a 5 personas,CALLE,CIRCUITO ORIENTE,BOULEVARD,ANGEL DE LA GUARDA,CALLE,NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,0.0,SN,,,,,FRACCIONAMIENTO,NUEVO REFORMA 2,,,,22810.0,7432,31,,,,Fijo,31.88046646,-116.57766,2019-11,2,1,467113,
6422779,02001467113000532001000000U5,THE PIINT,,6 a 10 personas,AVENIDA,MEXICO,CALZADA,CALZADA DE LAS AGUILAS,CALZADA,CORTEZ,AVENIDA,ANDRES QUINTANA ROO,295.0,B,,,0.0,,COLONIA,INDEPENDENCIA,,,,22840.0,7841,30,,THEPAINTER-MEXICO@OUTI.COM,,Fijo,31.86425982,-116.5943616,2010-07,2,1,467113,
96755,02001463211006651000000000U3,THE ROOM CLOTHING,,0 a 5 personas,AVENIDA,MEXICO,BOULEVARD,EMILIO CARRANZA,CALZADA,CALZADA DE LAS AGUILAS,AVENIDA,ANDRES QUINTANA ROO,329.0,A,,,0.0,,COLONIA,AVIACION,,,,22840.0,7841,29,,THEROOM.CLOTHING@GMAIL.COM,,Fijo,31.86506647,-116.5945216,2014-12,2,1,463211,
8552571,02001811211000881010000000U1,THIN BRTOTHERS PUERTAS DE GARAGE,,6 a 10 personas,CALLE,RIO UZUMACINTA,CALLE,OBSIDIANA,CALLE,AMATISTA,CALLE,RIO PLATA,,SN,,,56.0,,FRACCIONAMIENTO,VALLE DORADO,,,,22890.0,795A,15,,,,Fijo,31.84498106,-116.5934182,2019-11,2,1,467117,
150660,02001461170000341000000000U7,THRIFTY,,0 a 5 personas,AVENIDA,LAZARO CARDENAS,CALLE,FRANCISCO I. MADERO,AVENIDA,CARRETERA TRANSPENINSULAR,CALLE,LUCIO BLANCO,420.0,A,,,0.0,,PUEBLO,MANEADERO,,,,22790.0,6059,16,6461525295.0,,,Fijo,31.7237459,-116.573097,2010-07,2,1,461170,
6909205,02001461170001142000000000U8,THRIFTY,,0 a 5 personas,BOULEVARD,GENERAL JUAN ZERTUCHE,BOULEVARD,BOULEVARD DE LOS LAGOS,CALLE,LAGO TUZ,CALLE,LAGO DE CATEMACO,998.0,,,,0.0,,FRACCION,VALLE DORADO,,,,22890.0,5968,46,,JESUSMANJARREZ@GMAIL.COM,,Fijo,31.82740513,-116.5976539,2019-11,2,1,461170,
10742225,02001461170001421000000000U6,THRIFTY NEVERIA,,0 a 5 personas,PROLONGACION,BOULEVARD ZERTUCHE,PROLONGACION,LAZARO CARDENAS,CALLE,EMILIO ABREU,CALLE,JUAN RULFO,0.0,SN,EL FLORIDO PORTICOS,PLANTA BAJA,,,RESIDENCIAL,SAN BORJA,CENTRO Y PLAZA COMERCIAL,EL FLORIDO PORTICOS,EL FLORIDO PORTICOS,22785.0,9636,27,,,,Fijo,31.78587678,-116.5856132,2024-11,2,1,461170,
67664,02001461170000451001000000U4,THRIFTY NEVERIA,FABRICA DE PASTELES Y REPOSTERIA LOURDES S DE RL DE CV,0 a 5 personas,AVENIDA,ADOLFO LOPEZ MATEOS,AVENIDA,SOTO,AVENIDA,GRANADA,CALLE,JUAN RODRIGUEZ CABRILLO,0.0,SN,,,102.0,,FRACCIONAMIENTO,22840,,,,22830.0,076A,24,,,PASTELESLOURDES.COM,Fijo,31.85673958,-116.6093525,2010-07,2,1,461170,
6929688,02001461110034601000000000U0,TIENDA,,0 a 5 personas,CALLE,CARLOS FUENTES,CALLE,AMADO NERVO,CALLE,PLUTARCO ELIAS CALLES,CALLE,CARLOS FUENTES,225.0,,,,0.0,,COLONIA,AEROPUERTO,,,,22785.0,8017,6,6462452102.0,,,Fijo,31.79510403,-116.5917107,2019-11,2,1,461110,
98908,02001461110030561000000000U0,TIENDA,,0 a 5 personas,CALLE,JUAN ALDAMA,CALLE,EMILIANO ZAPATA,CALLE,FRANCISCO I. MADERO,CALLE,IGNACIO LOPEZ RAYON,0.0,SN,,,,,COLONIA,MANEADERO,,,,22790.0,813A,8,6462607851.0,,,Fijo,31.71076751,-116.5679927,2014-12,2,1,461110,
7078531,02001461110035271000000000U1,TIENDA ABARROTES LOS PARIENTES,,0 a 5 personas,AVENIDA,DALIA,AVENIDA,PROFESOR LICENCIADO DAVID H. SOKOLOW,CALLE,PALMERAS,CALLE,ROSAL,116.0,,,,0.0,,COLONIA,LAS LOMITAS,,,,22810.0,6006,29,,,,Fijo,31.88955421,-116.5800569,2019-11,2,1,461110,
9744004,02001461110044091000000000U2,TIENDA ACEVEDO,,0 a 5 personas,AVENIDA,ORQUIDEAS,CALLE,NINGUNO,AVENIDA,JOSE MARIA HUERTA,CALLE,NINGUNO,0.0,SN,,,,,LOCALIDAD,MANEADERO,,,,22790.0,8163,73,,,,Fijo,31.70774334,-116.5576601,2024-11,2,1,461110,
93503,02001461110028311000000000U4,TIENDA ADRIANA,,0 a 5 personas,CORREDOR,NINGUNO,PRIVADA,DELFIN,CALLE,CAÃONERO PROGRESO (JESUS FISHER),CALLE,CAÃONERO PROGRESO (JESUS FISHER),0.0,SN,,,,,COLONIA,BELLA VISTA,,,,22820.0,7697,52,,,,Fijo,31.8812999,-116.636347,2014-12,2,1,461110,
10878248,02001461110041841000000000U3,TIENDA AMIRUS,,0 a 5 personas,CALLE,PUNTA CANOA,CALLE,PUNTA SAN CARLOS,CALLE,BOCANA OJO DE LIEBRE,CALLE,PUNTA CALAMAJUE,,SN,,,,,COLONIA,POPULAR 1989,,,,22812.0,8394,2,,,,Fijo,31.89088996,-116.5584777,2024-11,2,1,461110,
95204,02001461110025461000000000U0,TIENDA ANIS,,0 a 5 personas,CALLE,BAHIA DEL DESCANSO,CALLE,PUNTA PALMILLA,CALLE,PUNTA DE LOS REMEDIOS,CALLE,GOLFO DE TEHUANTEPEC,151.0,,,,0.0,,COLONIA,POPULAR 1989,,,,22812.0,8430,4,6462880827.0,,,Fijo,31.89086578,-116.5674684,2014-12,2,1,461110,
9512390,02001461110042641000000000U6,TIENDA BILY MIRANDA,,0 a 5 personas,CALLE,DEL BOSQUE,CALLE,NINGUNO,BOULEVARD,EL CAMPANARIO,CALLE,DEL MONTE,0.0,SN,,,,,FRACCIONAMIENTO,EL CAMPANARIO,,,,22842.0,204,2,,,,Fijo,31.86350743,-116.5494299,2024-11,2,1,461110,
10841185,02001463211012451000000000U0,TIENDA BUBOBA,,0 a 5 personas,CALLE,PINO SOLO,AVENIDA,PEDRO TERRAZAS (PAI-PAIS),AVENIDA,KILIWAS,CALLE,JACOBO ARMENTA O EL RODEO,,SN,,,,,COLONIA,LAZARO CARDENAS O VALLE DE LA TRINIDAD,,,,22797.0,8604,23,6462902096.0,,,Fijo,31.40079757,-115.7313189,2024-11,2,1,463211,
8639551,02001461211001421000000498S8,TIENDA CAVA VINICOLA ST,BODEGAS DE SANTO TOMAS SA DE CV,0 a 5 personas,CALLE,20 DE NOVIEMBRE,CARRETERA,Ninguno,CARRETERA,Ninguno,OTRO(ESPECIFIQUE),Terreno BaldÃ­o,,S/N,,,,,EJIDO,AJUSCO,,,,22795.0,6557,30,,JORGRAVILES@GRUPOPANDO.COM,WWW.SANTO-TOMAS.COM,Fijo,31.58436413,-116.4211834,2019-11,2,1,461211,
10565725,02001465111001101000000000U4,TIENDA CHINA ELIZABETH,,0 a 5 personas,AVENIDA,BENITO JUAREZ QUINTA,AVENIDA,MIRAMAR,AVENIDA,GASTELUM,CALLE,SEXTA,675.0,,,,,,COLONIA,SECCIÃN PRIMERA,,,,22800.0,717,28,,,,Fijo,31.8671054,-116.6239713,2024-11,2,1,465111,
